address,average_length_suspension,average_length_suspension_1,average_length_suspension_2,behavior_discipline_year,behavior_discipline_year_1,blue_ribbon_award_year,chronic_truancy_pct,city,college_enrollment_cps_pct,college_enrollment_cps_pct_1,college_enrollment_school,college_enrollment_school_1,college_persistence_cps_pct,college_persistence_cps_pct_1,college_persistence_school,college_persistence_school_1,cps_school_profile,creative_school_certification,creative_school_certification_1,culture_climate_description,culture_climate_rating,empty_progress_report_message,excelerate_award_gold_year,excellence_award_year,fax,freshmen_on_track_cps_pct,freshmen_on_track_cps_pct_1,freshmen_on_track_school,freshmen_on_track_school_1,graduation_4_year_cps_pct,graduation_4_year_cps_pct_1,graduation_4_year_school,graduation_4_year_school_1,graduation_5_year_cps_pct,graduation_5_year_cps_pct_1,graduation_5_year_school,graduation_5_year_school_1,healthy_school_certification,healthy_school_certification_1,improvement_award_year,location,long_name,misconducts_to_suspensions,misconducts_to_suspensions_1,misconducts_to_suspensions_2,mobility_rate_pct,one_year_dropout_rate_avg,one_year_dropout_rate_year,one_year_dropout_rate_year_1,other_metrics_year_1,other_metrics_year_2,parent_survey_results_year,phone,primary_category,progress_report_year,progress_toward_graduation,progress_toward_graduation_1,sat_grade_11_score_cps_avg,sat_grade_11_score_school,school_id,school_latitude,school_longitude,school_survey_ambitious,school_survey_collaborative,school_survey_effective,school_survey_involved,school_survey_safety,school_survey_student_response,school_survey_student_response_1,school_survey_supportive,school_survey_teacher_response,school_survey_teacher_response_1,school_type,short_name,spot_light_award_year,state,state_school_report_card,student_attainment_description,student_attainment_rating,student_attendance_avg_pct,student_attendance_year_1,student_attendance_year_2,student_growth_description,student_growth_rating,supportive_school_award,supportive_school_award_desc,suspensions_per_100_students,suspensions_per_100_students_1,suspensions_per_100_students_2,teacher_attendance_avg_pct,teacher_attendance_year_1,teacher_attendance_year_2,website,zip
3820 N SPAULDING AVE,,,2.0 days,2022,2023,,40.6,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/400027'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Well Organized,,,,7734335009,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.710492, 41.950891]}",CICS - Irving Park,,,10.8,5.3,,,,2022,2023,2023,7734335000,ES,2024,2022,2023,933,0,400027,41.950891,-87.710492,Strong,Strong,Strong,Strong,WEAK,98.9,78.6,Neutral,97.5,71.6,Charter,CICS - IRVING PARK,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025254C'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,91.7,89.1,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'https://www.cicsirvingpark.org'},60618
11530 S PRAIRIE AVE,,,2.0 days,2022,2023,,40.8,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/400028'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Partially Organized,,,,7739286971,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.616888, 41.684433]}",CICS - Prairie,,,10.8,8.1,,,,2022,2023,2023,7739280480,ES,2024,2022,2023,933,0,400028,41.684433,-87.616888,Neutral,Weak,Neutral,Neutral,WEAK,98.6,78.6,Weak,99.9,71.6,Charter,CICS - PRAIRIE,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025248C'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,88.6,89.5,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'https://www.cicsprairie.org'},60628
110 E 61ST ST,,,2.0 days,2022,2023,,41.9,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/400029'},DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Not Yet Organized,,,,7733243302,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.622068, 41.783617]}",CICS - Washington Park,,,10.8,15,,,,2022,2023,2023,7733470200,ES,2024,2022,2023,933,0,400029,41.783617,-87.622068,Neutral,Neutral,Weak,Weak,VERY WEAK,89.3,78.6,Weak,70.8,71.6,Charter,CICS - WASHINGTON PARK,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025249C'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,88.3,88.8,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'https://regenerationschools.org/cics-washington-park'},60637
2245 N MCVICKER AVE,,,2.0 days,2022,2023,,26.1,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/400030'},DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,,,7736379791,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.776749, 41.921687]}",CICS - West Belden,,,10.8,1.8,,,,2022,2023,2023,7736379430,ES,2024,2022,2023,933,0,400030,41.921687,-87.776749,Neutral,Strong,Strong,Strong,WEAK,99.9,78.6,Weak,97.8,71.6,Charter,CICS - WEST BELDEN,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025251C'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,91.9,92.3,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,ESTABLISHED,"This school has put in place systems and structures to support social and emotional learning (SEL). This may include SEL action plans, ongoing training for teachers and staff, partnerships with community organizations, time for SEL in the master schedule, and/or targeted and intensive SEL services.",,,4.2,94,,,{'url': 'https://www.cicswestbelden.org'},60639
8130 S CALIFORNIA AVE,,,2.0 days,2022,2023,,30.1,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/400031'},DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,,,7734716178,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.692614, 41.745365]}",CICS - Wrightwood,,,10.8,6.2,,,,2022,2023,2023,7734344575,ES,2024,2022,2023,933,0,400031,41.745365,-87.692614,Strong,Neutral,Neutral,Neutral,NEUTRAL,97,78.6,Neutral,91.1,71.6,Charter,CICS - WRIGHTWOOD,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025278C'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,89.7,91.3,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'https://cicswrightwood.org'},60652
1817 W 80TH ST,,,2.0 days,2022,2023,,77.7,Chicago,65.2,61.8,47.6,28.1,73.4,71.2,44.4,24.1,{'url': 'https://www.cps.edu/schools/schoolprofiles/400032'},INCOMPLETE DATA,"This school has an arts designation of Incomplete Data, and may or may not meet the goals and priorities of the CPS Arts Education Plan, but the school has insufficient data available to complete an assessment. To learn more, visit  http://www.cpsarts.org/","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Partially Organized,,,,7732242594,88.7,88.8,82.7,87,84,82.9,79.3,74.5,85.6,84,81.8,76.8,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.66898, 41.748382]}",CICS - Ralph Ellison,,,10.8,22.6,5.3,5.1,1.1,2022,2023,2023,7734784434,HS,2024,2022,2023,933,755,400032,41.748382,-87.66898,Neutral,Neutral,Neutral,Weak,VERY WEAK,99.4,78.6,Weak,99.9,71.6,Charter,CICS - ELLISON HS,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025083C'},"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",FAR BELOW EXPECTATIONS,88.3,82.1,76.5,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'https://cicsellison.org'},60620
1309 W 95TH ST,,,2.0 days,2022,2023,,44,Chicago,65.2,61.8,37.1,39.6,73.4,71.2,50,59.4,{'url': 'https://www.cps.edu/schools/schoolprofiles/400033'},EMERGING,"This school is Emerging in the arts. It rarely meets the goals and priorities outlined in the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Partially Organized,,,,7732385350,88.7,88.8,76.5,57.1,84,82.9,60.8,62.1,85.6,84,76,75.5,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.655768, 41.721221]}",CICS - Longwood,,,10.8,16.1,5.3,11.2,5.1,2022,2023,2023,7732385330,HS,2024,2022,2023,933,803,400033,41.721221,-87.655768,Neutral,Neutral,Neutral,Weak,VERY WEAK,96.6,78.6,Weak,88,71.6,Charter,CICS - LONGWOOD,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025247C'},"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",FAR BELOW EXPECTATIONS,88.3,81.6,88.2,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'https://cicsloomislongwood.org'},60643
3900 W PETERSON AVE,,,2.0 days,2022,2023,,46.7,Chicago,65.2,61.8,71.7,71.3,73.4,71.2,78.6,75,{'url': 'https://www.cps.edu/schools/schoolprofiles/400034'},EXCELLING,"This school is Excelling in the arts. It meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Well Organized,,,,7734786029,88.7,88.8,94,97.4,84,82.9,91.3,93.4,85.6,84,95.1,95.7,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.726504, 41.990245]}",CICS - Northtown,,,10.8,6.1,5.3,1.2,1.2,2022,2023,2023,7734783655,HS,2024,2022,2023,933,904,400034,41.990245,-87.726504,Strong,Very Strong,Very Strong,Very Strong,WEAK,96.5,78.6,Neutral,85,71.6,Charter,CICS - NORTHTOWN HS,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025082C'},"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",BELOW EXPECTATIONS,88.3,89.2,87,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'https://cicsnorthtown.org'},60659
7212 N CLARK ST,,,2.0 days,2022,2023,,18.1,Chicago,65.2,61.8,69.5,75.6,73.4,71.2,80,82.2,{'url': 'https://www.cps.edu/schools/schoolprofiles/400035'},DEVELOPING,"This school is Developing in the arts. It occasionally meets the goals and priorities of the CPS Arts Education Plan including Staffing & Instruction, Partnerships, Community & Culture and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Organized,,,,7737618961,88.7,88.8,75,71,84,82.9,78,79.6,85.6,84,84,93.6,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.674818, 42.013031]}",Chicago Math and Science Academy Charter School,,,10.8,10.3,5.3,1.1,1.6,2022,2023,2023,7737618960,HS,2024,2022,2023,933,981,400035,42.013031,-87.674818,Strong,Neutral,Neutral,Neutral,WEAK,92.2,78.6,Neutral,73.5,71.6,Charter,CHICAGO MATH & SCIENCE HS,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025217C'},"Student Attainment measures how well the school performed on standardized tests at a single point in time. This school's score is based on attainment relative to the combined College Readiness Benchmark scores, set by College Board. To learn more, visit  https://collegereadiness.collegeboard.org .",BELOW EXPECTATIONS,88.3,93.4,94,Student Growth measures the change in standardized test scores between two points in time compared other CPS school and schools nationwide. The score is based on an average of the available PSAT and SAT growth measures listed below.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'https://www.cmsaonline.net'},60626
1405 N WASHTENAW AVE,,,2.0 days,2022,2023,,37,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/400039'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Not Yet Organized,,,,7734867234,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.694364, 41.906771]}",Erie Elementary Charter School,,,10.8,5.2,,,,2022,2023,2023,7734867161,ES,2024,2022,2023,933,0,400039,41.906771,-87.694364,Neutral,Weak,Weak,Weak,WEAK,72.9,78.6,Weak,87.5,71.6,Charter,ERIE,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025219C'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,88.8,90.4,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'http://www.eriecharterschool.org'},60622
1616 S AVERS AVE,,,2.0 days,2022,2023,,38.3,Chicago,,,,,,,,,{'url': 'https://www.cps.edu/schools/schoolprofiles/400044'},STRONG,"This school is Strong in the arts. It nearly meets the goals and priorities outlined in the CPS Arts Education Plan, including Staffing & Instruction, Partnerships, Community & Culture, and Budget & Planning. To learn more, visit  http://www.cpsarts.org/ .","Results are based on student and teacher responses to the My Voice, My School 5Essentials survey. For more information on this survey and other measures of school culture and climate visit  https://www.5-essentials.org/ .",Moderately Organized,,,,7735214766,,,,,,,,,,,,,Not Achieved,Students learn better at healthy schools! This school is working towards achieving Healthy CPS. Schools must earn 90% of all criteria to become Healthy CPS. Learn more by visiting  cps.edu/healthycps .,,"{'type': 'Point', 'coordinates': [-87.721071, 41.85837]}",KIPP Ascend Charter School,,,10.8,14.1,,,,2022,2023,2023,7735214399,ES,2024,2022,2023,933,0,400044,41.85837,-87.721071,Strong,Neutral,Neutral,Neutral,WEAK,99.6,78.6,Weak,89,71.6,Charter,KIPP - ASCEND,,Illinois,{'url': 'http://iirc.niu.edu/School.aspx?schoolid=15016299025282C'},Student Attainment measures how well the school performed on standardized tests at a single point in time. This school’s scores are compared to national average scores. A 50th percentile score means the school is performing at the same level as the national average school.,NO DATA AVAILABLE,88.3,89.3,89.6,Student Growth measures the change in standardized test scores between two points in time. This growth is compared to the average national growth for schools that started in the same place. A 50th percentile score means the school grew at the same rate as the national average.,NO DATA AVAILABLE,NOT RATED,This school has not submitted an action plan to support school climate and social & emotional learning (SEL).,,,4.2,94,,,{'url': 'https://www.kippchicago.org'},60623
